Num.0.0	¶ The fourth boke of Moses called in the Hebrue, Uaiedabber and in the Latyn Numeri.
Num.33.44	And they departed from Oboth, and pitched in Iehabarim, and towarde the border of Moab.
Num.33.45	And they departed from Iehabarim, and pitched in Dibon Gad.
Num.33.46	And they remoued from Dibon Gad, and laye in Almon Diblathaim.
Num.33.47	And they remoued from Almon Diblathaim, and pitched in the mountaynes of Abarim before Nabo.
Num.33.48	And they departed from the mountaynes of Abarim, and pitched in the feldes of Moab, fast by Iordan oueragainst Iericho.
Num.33.49	And they pitched by Iordan, from Beth Haiesmoth vnto the playne of Sittim in the feldes of Moab.
Num.33.50	And the Lorde spake vnto Moses in the feldes of Moab by Iordan oueragainst Iericho, saying:
Num.33.51	speake vnto the children of Israel, and say vnto them: when ye are come ouer Iordan to entre into the lande of Canaan,
Num.33.52	ye shall dryue out all the inhabiters of the lande before you, and destroye all their pictures, and breake asunder all their ymages of metall, and plucke downe all theyr aulters.
Num.33.53	And possesse the lande Ꟶ dwell therin, for I haue geuen you the lande to enioye it.
Num.33.54	And ye shall deuyde the enheritaunce of the land by lot amonge your kynredes, and geue to the mo the more enheritaunce, and to the fewer the lesse enheritaunce. And youre enheritaunce shalbe in the trybes of your fathers, euery mans enheritaunce in the place where his lot faleth.
Num.33.55	But and yf ye wyll not dryue oute the inhabiters of the lande before you, than those which ye let remayne of them, shalbe prickes in youre eyes, and dartes in your sydes, and shall vexe you in the lande wherin ye dwell.
Num.33.56	Moreouer, it will come to passe, that I shall do vnto you, as I thought to do vnto them.
Num.34.1	And the Lorde spake vnto Moses, saying:
Num.34.2	commaunde the chyldren of Israel, and saye vnto them: when ye come into the lande of Canaan, thys is the lande that shall fall vnto your enheritaunce, the lande of Canaan with her coastes.
Num.34.3	And your southquarter shalbe from the wildernes Sin alonge by the coaste of Edom, so that youre southquarter reache vpon the syde of the salt see east warde:
Num.34.4	Ꟶ fet a compasse from the south vp to Acrahim: and recahe to zinna. And go out from the south to Cades Barne, Ꟶ go out also to Hazar Adar, and go alonge to Azmon:
Num.34.5	and fet a compasse agayn from Azmon vnto the ryuer of Egipte, and shall go out at the see.
Num.34.6	And let youre westquarter be the greate see: let the same see be your westcoaste.
Num.34.7	And thys shalbe youre northquarter: ye shall compasse youre border from the greate see vnto mount Hor.
Num.34.8	And from mount Hor, ye shall describe youre border, tyll it come vnto Hemath, and the ende of the coaste shalbe at zedada,
Num.34.9	and the coaste shall reache out to ziphron, and go oute at Hazar Enan. Thys shalbe your northquarter.
Num.34.10	And ye shall compasse your eastquarter from Hazarenan to Sepham.
Num.34.11	And the coast shall go downe from Sepham to Ribla on the east syde of Ain. And the same border shall descende and go out at the syde of the see of Cenereth eastwarde.
Num.34.12	And then go downe alonge by Iordane, Ꟶ leaue at the salt see. And thys shalbe your lande with the coastes therof rounde aboute.
Num.34.13	And Moses commaunded the chyldren of Israel sayenge: thys is the lande whyche ye shall enherit by lot, and which the Lorde commaunded to geue vnto nyne trybes and an halfe:
Num.34.14	for the tribe of the children of Ruben accordyng to the housholdes of theyr fathers, and the trybe of the chyldren of Gad accordyng to theyr fathers housholdes, and halfe the trybe of Manasse, haue receaued theyr enheritaunce.
Num.34.15	Two trybes and an halfe haue receaued their enheritaunce on the other syde of Iordan, oueragaynst Iericho eastwarde.
Num.34.16	And the Lorde spake to Moses, sayinge:
Num.34.17	These are the names of the men, which shall deuyde the lande vnto you: Eleazar the preaste, and Iosua the sonne of Nun.
Num.34.18	And ye shall take also a Lorde of euery trybe, when ye deuyde the lande.
Num.34.19	The names of the men are these: Of the tribe of Iuda, Caleb the sonne of Iephune.
Num.34.20	Of the trybe of the chyldren of Simeon, Semuel the sonne of Amiud.
Num.34.21	Of the trybe of Ben Iamin, Elidad the sonne of Cislon.
Num.34.22	Of the trybe of the chyldren of Dan, the lorde Bucki, the sonne of Iagli.
Num.34.23	From amonge the children of Ioseph for the trybe of the chyldren of Manasse, the lorde haniel, the sonne of Ephod.
Num.34.24	Of the trybe of the chyldren of Ephraim, the lorde Camuel the sonne of Siphtan.
Num.34.25	Of the tribe of the sonnes of zabulon, the lorde Palzaphan the sonne of Pharnach.
Num.34.26	Of the trybe of the chyldren of Isachar, the lorde Elithiel the sonne of Asan.
Num.34.27	Of the trybe of the sonnes of Aser, the lorde Ahihud the sonne of Salomi.
Num.34.28	Of the trybe of the children of Nephtali, the lorde Peda El, the sonne of Ammihud.
Num.34.29	These are they whom the Lord commaunded to deuyde the enheritaunce vnto the chyldren of Israel in the lande of Canaan.
Num.35.1	And the Lorde spake vnto Moses in the feldes of Moab by Iordan, oueragaynst Iericho, sayinge:
Num.35.2	commaunde the chyldren of Israel, that they geue vnto the Leuites of the enheritaunce of theyr possession, cyties to dwell in. And ye shall geue also vnto the cyties of the Leuites, suburbes hard by theyr cityes rounde about them.
Num.35.3	The cyties shall they haue to dwell in, and the suburbes for theyr catell, and for theyr possession and all maner of beastes of theyrs.
Num.35.4	And the suburbes of the cyties which ye shall geue vnto the Leuites, shall reache from the wall of the cytie outwarde, a thousande cubytes rounde about.
Num.35.5	And ye shall measure without the cytie of the eastsyde, two thousande cubytes. And of the southsyde, two thousande cubytes. And of the westsyde, two thousande cubytes. And of the northsyde, two thousaude cubites also: and the cytie shalbe in the myddes. And these shalbe the suburbes of theyr cyties.
Num.35.6	And from amonge the cyties whyche ye shall geue vnto the Leuytes, there shall be syxe cyties for refuge, which ye shall appointe to that intent, that he which kylleth, maye flye thyther. And to them ye shal adde .xlii. cyties mo:
Num.35.7	so that all the cyties whyche ye shall geue the Leuites, maye be .xlviii. with theyr suburbes.
Num.35.8	And these cities which ye shall geue, shall be out of the possession of the chyldren of Israel. They that haue many, shall geue many. But of them that haue fewe, ye shall take fewe. Euery one shall geue of hys cities vnto the Leuites, accordynge to the enheritaunce which he enheriteth.
Num.35.9	And the Lorde spake vnto Moses, sayenge:
Num.35.10	speake vnto the chyldren of Israel and saye vnto them: whan ye be come ouer Iordane into the lande of Canaan,
Num.35.11	ye shall appoynte you cyties to be cyties of refuge for you: that he whych sleeth a soule vnwares, maye flye thyther.
Num.35.12	And the cytie shalbe to flye from the auenger of bloude, that he whyche kylleth dye not, vntyll he stande before the congregacion in iudgement.
Num.35.13	And of these syxe fre cyties whyche ye shall geue
Num.35.14	ye shall gyue thre on thys syde Iordan, and thre in the lande of Canaan.
Num.35.15	And these syxe fre cyties shalbe a refuge both for the chyldren of Israel, and for the straunger, and for hym that dwelleth amonge you: that all they which kill any persone vnwares, maye flye thyther.
Num.35.16	And yf any man smyte another with an instrument of yron that he dye, then is he a murtherer, and shall dye for it.
Num.35.17	If he smyte hym wyth a throwynge stone that a man maye dye with, and yf he dye, he that smote hym is a murtherer, let the same murtherer be slayne therfore.
Num.35.18	Or yf he smyte him with a handweapon of wodde that a man maye dye with, then yf he dye, he is a murtherer: let the murtherer be slayne therfore.
Num.35.19	The iustice of bloude shall slaye the murtherer: whan he meteth hym, he maye slaye hym.
Num.35.20	But yf the thrust at hym of hate, or hourle at him with layinge of wayte, that he dye, or smyte hym with hys hande of enuye that he dye,
Num.35.21	he that smote him shall dye, for he is a murtherer. The iustice of bloude shall slaye the murthurer, as soone as he findeth him.
Num.35.22	But and yf he pusshed hym by chaunce and not of hate, or cast at him with any maner of thynge and not of layinge of wayte:
Num.35.23	or cast any maner of stone at him (that a man maye dye with) and sawe hym not. And he cast it vpon hym and he dye, and was not hys enemye, nether sought him any harme.
Num.35.24	Then the congregacyon shall iudge betwene the slayer and the executer of bloude in soche cases.
Num.35.25	And the congregacyon shall delyuer the slayer out of the hande of the auenger of bloude, and the congregacyon shall restore hym agayne vnto the cytie of hys refuge, whether he was fledd. And he shall byde there vnto the deathe of the hye preaste, which was anoynted with holy oyle.
Num.35.26	But Ꟶ yf the slayer come without the borders of his preuileged cytie whether he was fledd,
Num.35.27	yf the auenger of bloud fynde him withoute the borders of hys fre towne, and slaye the murtherer, he shal be gyltlesse,
Num.35.28	because he shulde haue bydden in hys fre towne vntyll the deeth of the hye preaste, and after the deeth of the hye preaste to retourne agayne vnto the lande of his possession.
Num.35.29	These commaundementes shalbe a lawe vnto you, for youre generacions in all youre dwellynges.
Num.35.30	Whosoeuer kylleth a soule, the same the manslayer must be slayne him selfe thorowe witnesses. Nether shall one witnesse answere to put a man to death.
Num.35.31	Moreouer, ye shall take none amendes for the lyfe of the murtherer which is worthy to dye: But he shall be put to death.
Num.35.32	Also ye shall take no money of hym that is fled to a fre cytie, that he shulde come agayne, and dwell in the lande, before the death of the hye preaste.
Num.35.33	And se that ye polute not the lande which ye shall dwell in: for bloud defyleth the lande. And the land can none other wyse be clensed of the bloude that is shed therin, but by the bloude of hym that shed bloude.
Num.35.34	Defyle not therfore the lande which ye shall inhabyte, for I am in the myddes therof: euen I the Lord dwell among the chyldren of Israel.
Num.36.1	And the auncient fathers of the children of Gilead the sonne of Machir the sonne of Manasse of the kynred of the chyldren of Ioseph, came forth Ꟶ spake before Moses and the prynces, and auncyent fathers of the chyldren of Israel,
Num.36.2	and sayde: The Lorde commaunded my Lord, to geue the lande to enheret by lotte to the chyldren of Israel. And my Lorde commaunded in gods behalfe, to geue the enheritaunce of zelaphead oure brother vnto hys daughters.
Num.36.3	Whom yf any of the sonnes of the other trybes of Israel take to wyues, then shall theyr enheritaunce be taken from the enheritaunce of oure fathers, and shall be put vnto the enheritaunce of the trybe which they are receaued into: and shalbe taken from the lotte of oure enheritaunce.
Num.36.4	And when the yere of iubelye of the chyldren of Israel commeth then shall theyr enheritaunce be put vnto the enheritaunce of the trybe wherin to they are receaued: and so shall theyr enheritaunce be taken awaye from the enheritaunce of the trybe of oure fathers.
Num.36.5	And Moses commaunded the children of Israel accordynge to the worde of the Lorde sayinge: the chyldren of the trybe of Ioseph haue sayd well.
Num.36.6	This therfore doeth the Lorde commaunde the daughters of zelaphead sayinge let them be wyues to whom they them selfe thynck best, onely to the kynred and trybe of theyr father shall they marye,
Num.36.7	so shal not the enheritaunce of the chyldren of Israel remoue from trybe to trybe, whan the chyldren of Israel abyde euery man in the enheritaunce of the trybe of his fathers.
Num.36.8	And euery daughter that possesseth any enheritaunce in any trybe of the children of Israel, shalbe wyfe vnto one which is of the kynred of the trybe of her father, that the chyldren of Israel maye enioye euery man the enheritaunce of hys father:
